▁is #irregular_library #irregular_library True 
▁rather none n/a n/a 
▁competitive none n/a n/a 
▁ none n/a n/a 
. none n/a n/a 
▁I @ScrPart_customer_library @ScrPart_customer_library True 
▁had none n/a n/a 
▁to none n/a n/a 
▁find #ScrEv_get_shelf_library #irregular_library False 
▁my @ScrPart_customer_library @ScrPart_customer_library True 
▁way @irregularP_library @irregularP_library True 
▁through none n/a n/a 
▁several none n/a n/a 
▁aisle @ScrPart_shelf_library @ScrPart_location_library_library False 
s none n/a n/a 
▁in none n/a n/a 
▁order @irregularP_library @irregularP_library True 
▁to none n/a n/a 
▁get #ScrEv_get_shelf_library #ScrEv_get_shelf_library True 
▁to none n/a n/a 
▁the none n/a n/a 
▁right none n/a n/a 
▁alphabetical none n/a n/a 
▁order @irregularP_library @irregularP_library True 
▁ none n/a n/a 
. none n/a n/a 
▁I @ScrPart_customer_library @ScrPart_customer_library True 
▁found #irregular_library #irregular_library True 
▁the none n/a n/a 
▁author @irregularP_library @irregularP_library True 
▁and none n/a n/a 
▁to none n/a n/a 
▁my @ScrPart_customer_library @ScrPart_customer_library True 
▁luck @irregularP_library @irregularP_library True 
▁ none n/a n/a 
, none n/a n/a 
▁the none n/a n/a 
▁book @ScrPart_book_library @ScrPart_book_library True 
▁I @ScrPart_customer_library @ScrPart_customer_library True 
▁wanted #ScrEv_look_for_book_library #irregular_library False 
▁was #irregular_library #irregular_library True 
▁there @ScrPart_shelf_library #irregular_library False 
▁ none n/a n/a 
. none n/a n/a 
▁Surprisingly none n/a n/a 
▁ none n/a n/a 
, none n/a n/a 
▁there @ScrPart_shelf_library @ScrPart_book_library False 
▁were #irregular_library #irregular_library True 
▁actually none n/a n/a 
▁three none n/a n/a 
▁copies @ScrPart_book_library @ScrPart_book_library True 
▁even none n/a n/a 
▁though none n/a n/a 
▁the none n/a n/a 
▁book @ScrPart_book_library @ScrPart_book_library True 
▁is #irregular_library #irregular_library True 
▁rather none n/a n/a 
▁popular none n/a n/a 
▁ none n/a n/a 
. none n/a n/a 
▁I @ScrPart_customer_library @ScrPart_customer_library True 
▁grabbed #ScrEv_take_book_library #ScrEv_take_book_library True 
▁the none n/a n/a 
▁book @ScrPart_book_library @ScrPart_book_library True 
▁and none n/a n/a 
▁headed #ScrEv_go_check_out_library #ScrEv_go_check_out_library True 
▁to none n/a n/a 
▁the none n/a n/a 
▁self none n/a n/a 
- none n/a n/a 
check none n/a n/a 
out none n/a n/a 
▁register @ScrPart_check-out_desk_library @ScrPart_check-out_desk_library True 
▁near none n/a n/a 
▁the none n/a n/a 
▁back @Head_of_Partitive_library @irregularP_library False 
▁of none n/a n/a 
▁the none n/a n/a 
▁library @ScrPart_library_library @ScrPart_library_library True 
▁ none n/a n/a 
. none n/a n/a 
▁I @ScrPart_customer_library @ScrPart_customer_library True 
▁scanned #ScrEv_show_card_library #irregular_library False 
▁my @ScrPart_customer_library @ScrPart_customer_library True 
▁library none n/a n/a 
▁card @ScrPart_library_card_library @ScrPart_library_card_library True 
▁off none n/a n/a 
▁my @ScrPart_customer_library @ScrPart_customer_library True 
▁key none n/a n/a 
▁chain @irregularP_library @irregularP_library True 
▁and none n/a n/a 
▁scanned #ScrEv_register_library #ScrEv_register_library True 
▁the none n/a n/a 
▁book @ScrPart_book_library @ScrPart_book_library True 
▁ none n/a n/a 
. none n/a n/a 
▁After none n/a n/a 
▁confirming #irregular_library #irregular_library True 
▁the none n/a n/a 
▁entire none n/a n/a 
▁transaction @irregularP_library @irregularP_library True 
▁ none n/a n/a 
, none n/a n/a 
▁I @ScrPart_customer_library @ScrPart_customer_library True 
▁grabbed #ScrEv_get_receipt_library #irregular_library False 
▁my @ScrPart_customer_library @ScrPart_customer_library True 
▁receipt @ScrPart_receipt_library @ScrPart_receipt_library True 
▁and none n/a n/a 
▁happily none n/a n/a 
▁headed #ScrEv_leave_library #ScrEv_leave_library True 
▁out none n/a n/a 
▁the none n/a n/a 
▁library @ScrPart_library_library @ScrPart_library_library True 
▁with none n/a n/a 
▁my @ScrPart_customer_library @ScrPart_customer_library True 
▁newly none n/a n/a 
▁borrowed #ScrEv_take_book_library #Evoking_library False 
▁book @ScrPart_book_library @ScrPart_book_library True 
▁in none n/a n/a 
▁hand @irregularP_library @irregularP_library True 
▁ none n/a n/a 
. none n/a n/a 
<end_of_story> none n/a n/a 
<bost>_library none n/a n/a 
▁I @ScrPart_customer_library @ScrPart_customer_library True 
▁had none n/a n/a 
▁just none n/a n/a 
▁watched #irregular_library #irregular_library True 
▁a none n/a n/a 
▁movie @irregularP_library @irregularP_library True 
▁ none n/a n/a 
, none n/a n/a 
▁and none n/a n/a 
▁saw #irregular_library #irregular_library True 
▁that none n/a n/a 
▁it @irregularP_library @irregularP_library True 
▁had none n/a n/a 
▁been none n/a n/a 
▁based #irregular_library #irregular_library True 
▁on none n/a n/a 
▁a none n/a n/a 
▁book @ScrPart_book_library @ScrPart_book_library True 
▁ none n/a n/a 
. none n/a n/a 
▁Since none n/a n/a 
▁I @ScrPart_customer_library @ScrPart_customer_library True 
▁liked #irregular_library #irregular_library True 
▁the none n/a n/a 
▁movie @irregularP_library @irregularP_library True 
▁ none n/a n/a 
, none n/a n/a 
▁I @ScrPart_customer_library @ScrPart_customer_library True 
▁wanted none n/a n/a 
▁to none n/a n/a 
▁read #irregular_library #irregular_library True 
▁the none n/a n/a 
▁book @ScrPart_book_library @ScrPart_book_library True 
▁and none n/a n/a 
▁went #ScrEv_get_library_library #irregular_library False 
▁to none n/a n/a 
▁the none n/a n/a 
▁library @ScrPart_library_library @ScrPart_library_library True 
▁in none n/a n/a 
▁my @ScrPart_customer_library @ScrPart_customer_library True 
▁neighborhood @irregularP_library @irregularP_library True 
▁to none n/a n/a 
▁see #ScrEv_look_for_book_library #irregular_library False 
▁if none n/a n/a 
▁they @ScrPart_staff_library @ScrPart_library_library False 
▁had #irregular_library #irregular_library True 
▁it @ScrPart_book_library @ScrPart_book_library True 
▁ none n/a n/a 
. none n/a n/a 
▁In none n/a n/a 
▁the none n/a n/a 
▁library @ScrPart_library_library @ScrPart_library_library True 
▁the none n/a n/a 
▁books @ScrPart_book_library @ScrPart_book_library True 
▁were none n/a n/a 
▁separated #irregular_library #irregular_library True 
▁into none n/a n/a 
▁fiction @ScrPart_location_library_library @irregularP_library False 
▁and none n/a n/a 
▁non none n/a n/a 
- none n/a n/a 
fiction none n/a n/a 
▁areas @ScrPart_location_library_library @ScrPart_location_library_library True 
▁ none n/a n/a 
. none n/a n/a 
▁Since none n/a n/a 
▁the none n/a n/a 
▁story @ScrPart_book_library @irregularP_library False 
▁was #irregular_library #irregular_library True 
▁about none n/a n/a 
▁something @irregularP_library @irregularP_library True 
▁that none n/a n/a 
▁happened #irregular_library #irregular_library True 
▁in none n/a n/a 
▁real none n/a n/a 
▁life @irregularP_library @irregularP_library True 
▁ none n/a n/a 
, none n/a n/a 
▁it @ScrPart_book_library @ScrPart_book_library True 
▁would none n/a n/a 
▁be #irregular_library #irregular_library True 
▁in none n/a n/a 
▁the none n/a n/a 
▁non none n/a n/a 
- none n/a n/a 
fiction none n/a n/a 
▁area @ScrPart_location_library_library @ScrPart_location_library_library True 
▁ none n/a n/a 
. none n/a n/a 
▁If none n/a n/a 
▁it @ScrPart_book_library @ScrPart_book_library True 
▁were #irregular_library #irregular_library True 
▁a none n/a n/a 
▁make none n/a n/a 
- none n/a n/a 
believe none n/a n/a 
▁story @ScrPart_book_library @irregularP_library False 
▁ none n/a n/a 
, none n/a n/a 
▁it @ScrPart_book_library @ScrPart_book_library True 
▁would none n/a n/a 
▁have none n/a n/a 
▁been #irregular_library #irregular_library True 
▁in none n/a n/a 
▁the none n/a n/a 
▁fiction none n/a n/a 
▁section @ScrPart_location_library_library @ScrPart_location_library_library True 
▁ none n/a n/a 
. none n/a n/a 
▁The none n/a n/a 
▁person @irregularP_library @irregularP_library True 
▁who none n/a n/a 
▁wrote #irregular_library #irregular_library True 
▁the none n/a n/a 
▁book @ScrPart_book_library @ScrPart_book_library True 
▁had #irregular_library #irregular_library True 
▁a none n/a n/a 
▁last none n/a n/a 
▁name @irregularP_library @irregularP_library True 
▁that none n/a n/a 
▁began #irregular_library #irregular_library True 
▁with none n/a n/a 
▁ @irregularP_library @irregularP_library True 
S none n/a n/a 
. none n/a n/a 
▁I @ScrPart_customer_library @ScrPart_customer_library True 
▁began #irregular_library #irregular_library True 
▁looking #ScrEv_look_for_book_library #ScrEv_look_for_book_library True 
▁on none n/a n/a 
▁the none n/a n/a 
▁shelves @ScrPart_shelf_library @ScrPart_shelf_library True 
▁for none n/a n/a 
▁authors @irregularP_library @irregularP_library True 
▁with none n/a n/a 
▁the none n/a n/a 
▁last none n/a n/a 
▁name @irregularP_library @irregularP_library True 
▁that none n/a n/a 
▁began #irregular_library #irregular_library True 
▁with none n/a n/a 
▁ @irregularP_library @irregularP_library True 
S none n/a n/a 
. none n/a n/a 
▁All none n/a n/a 
▁the none n/a n/a 
▁books @ScrPart_book_library @ScrPart_book_library True 
▁were #irregular_library #irregular_library True 
▁in none n/a n/a 
▁alphabetical none n/a n/a 
▁order @irregularP_library @irregularP_library True 
▁according #irregular_library #irregular_library True 
▁to none n/a n/a 
▁the none n/a n/a 
▁authors @irregularP_library @irregularP_library True 
▁last none n/a n/a 
▁name @irregularP_library @irregularP_library True 
▁ none n/a n/a 
. none n/a n/a 
▁I @ScrPart_customer_library @ScrPart_customer_library True 
▁found #irregular_library #irregular_library True 
▁the none n/a n/a 
▁book @ScrPart_book_library @ScrPart_book_library True 
▁I @ScrPart_customer_library @ScrPart_customer_library True 
▁was none n/a n/a 
▁looking #ScrEv_look_for_book_library #ScrEv_look_for_book_library True 
▁for none n/a n/a 
▁and none n/a n/a 
▁took #ScrEv_take_book_library #ScrEv_take_book_library True 
▁it @ScrPart_book_library @ScrPart_book_library True 
▁off none n/a n/a 
▁the none n/a n/a 
▁shelf @ScrPart_shelf_library @ScrPart_shelf_library True 
▁ none n/a n/a 
. none n/a n/a 
▁I @ScrPart_customer_library @ScrPart_customer_library True 
▁brought #ScrEv_go_check_out_library #ScrEv_go_check_out_library True 
▁it @ScrPart_book_library @ScrPart_book_library True 
▁to none n/a n/a 
▁the none n/a n/a 
▁desk @ScrPart_check-out_desk_library @ScrPart_check-out_desk_library True 
▁where none n/a n/a 
▁the none n/a n/a 
▁librarian @ScrPart_staff_library @ScrPart_staff_library True 
▁was #irregular_library #irregular_library True 
▁and none n/a n/a 
▁gave #irregular_library #ScrEv_show_card_library False 
▁her @ScrPart_staff_library @ScrPart_staff_library True 
▁the none n/a n/a 
▁book @ScrPart_book_library @ScrPart_book_library True 
▁ none n/a n/a 
. none n/a n/a 
▁She @ScrPart_staff_library @ScrPart_staff_library True 
▁asked #irregular_library #irregular_library True 
▁me @ScrPart_customer_library @ScrPart_customer_library True 
▁for none n/a n/a 
▁my @ScrPart_customer_library @ScrPart_customer_library True 
▁library none n/a n/a 
▁card @ScrPart_library_card_library @ScrPart_library_card_library True 
▁ none n/a n/a 
, none n/a n/a 
▁which none n/a n/a 
▁gives #irregular_library #irregular_library True 
▁me @ScrPart_customer_library @ScrPart_customer_library True 
▁permission @irregularP_library @irregularP_library True 
▁to none n/a n/a 
▁borrow #Evoking_library #Evoking_library True 
▁books @ScrPart_book_library @ScrPart_book_library True 
▁ none n/a n/a 
. none n/a n/a 
▁She @ScrPart_staff_library @ScrPart_staff_library True 
▁entered #irregular_library #irregular_library True 
▁my @ScrPart_customer_library @ScrPart_customer_library True 
▁information @irregularP_library @irregularP_library True 
▁into none n/a n/a 
▁her @ScrPart_staff_library @ScrPart_staff_library True 
▁computer @ScrPart_institutional_devices_library @ScrPart_institutional_devices_library True 
▁so none n/a n/a 
▁she @ScrPart_staff_library @ScrPart_staff_library True 
▁would none n/a n/a 
▁know #irregular_library #irregular_library True 
▁who none n/a n/a 
▁borrowed #Evoking_library #irregular_library False 
▁the none n/a n/a 
▁book @ScrPart_book_library @ScrPart_book_library True 
▁ none n/a n/a 
. none n/a n/a 
▁She @ScrPart_staff_library @ScrPart_staff_library True 
▁told #irregular_library #irregular_library True 
▁me @ScrPart_customer_library @ScrPart_customer_library True 
▁the none n/a n/a 
▁book @ScrPart_book_library @ScrPart_book_library True 
▁would none n/a n/a 
▁be #irregular_library #irregular_library True 
▁due none n/a n/a 
▁back none n/a n/a 
▁in none n/a n/a 
▁the none n/a n/a 
▁library @ScrPart_library_library @ScrPart_library_library True 
▁in none n/a n/a 
▁two none n/a n/a 
▁weeks @irregularP_library @ScrPart_return_date_library False 
▁ none n/a n/a 
. none n/a n/a 
▁If none n/a n/a 
▁I @ScrPart_customer_library @ScrPart_customer_library True 
▁did none n/a n/a 
▁ none n/a n/a 
n none n/a n/a 
' none n/a n/a 
t none n/a n/a 
▁bring #irregular_library #irregular_library True 
▁it @ScrPart_book_library @ScrPart_book_library True 
▁back none n/a n/a 
▁by none n/a n/a 
▁then @ScrPart_return_date_library @ScrPart_return_date_library True 
▁ none n/a n/a 
, none n/a n/a 
▁I @ScrPart_customer_library @ScrPart_customer_library True 
▁would none n/a n/a 
▁have none n/a n/a 
▁to none n/a n/a 
▁pay #irregular_library #irregular_library True 
▁the none n/a n/a 
▁library @ScrPart_library_library @ScrPart_library_library True 
▁money @irregularP_library @irregularP_library True 
▁for none n/a n/a 
▁every none n/a n/a 
▁day @irregularP_library @irregularP_library True 
▁the none n/a n/a 
▁book @ScrPart_book_library @ScrPart_book_library True 
▁was #irregular_library #irregular_library True 
▁late none n/a n/a 
▁ none n/a n/a 
. none n/a n/a 
▁I @ScrPart_customer_library @ScrPart_customer_library True 
▁did none n/a n/a 
▁ none n/a n/a 
n none n/a n/a 
' none n/a n/a 
t none n/a n/a 
▁want none n/a n/a 
▁to none n/a n/a 
▁have #irregular_library #irregular_library True 
▁any none n/a n/a 
▁late none n/a n/a 
▁fees @irregularP_library @irregularP_library True 
▁ none n/a n/a 
, none n/a n/a 
▁so none n/a n/a 
▁I @ScrPart_customer_library @ScrPart_customer_library True 
▁made none n/a n/a 
▁sure none n/a n/a 
▁I @ScrPart_customer_library @ScrPart_customer_library True 
▁brought #irregular_library #irregular_library True 
▁it @ScrPart_book_library @ScrPart_book_library True 
▁back none n/a n/a 
▁on none n/a n/a 
▁time @irregularP_library @ScrPart_return_date_library False 
▁ none n/a n/a 
. none n/a n/a 
▁Since none n/a n/a 
▁the none n/a n/a 
▁book @ScrPart_book_library @ScrPart_book_library True 
▁belonged #irregular_library #irregular_library True 
▁to none n/a n/a 
▁the none n/a n/a 
▁library @ScrPart_library_library @ScrPart_library_library True 
▁ none n/a n/a 
, none n/a n/a 
▁I @ScrPart_customer_library @ScrPart_customer_library True 
▁took #irregular_library #irregular_library True 
▁good none n/a n/a 
▁care @irregularP_library @irregularP_library True 
▁of none n/a n/a 
▁it @ScrPart_book_library @ScrPart_book_library True 
▁so none n/a n/a 
▁others @ScrPart_customer_library @ScrPart_customer_library True 
▁could none n/a n/a 
▁enjoy #irregular_library #irregular_library True 
▁the none n/a n/a 
▁book @ScrPart_book_library @ScrPart_book_library True 
▁when none n/a n/a 
▁they @ScrPart_customer_library @ScrPart_customer_library True 
▁borrowed #Evoking_library #irregular_library False 
▁it @ScrPart_book_library @ScrPart_book_library True 
▁ none n/a n/a 
. none n/a n/a 
<end_of_story> none n/a n/a 
<bost>_library none n/a n/a 
▁The none n/a n/a 
▁library @ScrPart_library_library @ScrPart_library_library True 
▁is #irregular_library #irregular_library True 
▁one none n/a n/a 
▁of none n/a n/a 
▁my @ScrPart_customer_library @ScrPart_customer_library True 
▁favorite none n/a n/a 
▁places @irregularP_library @irregularP_library True 
▁on none n/a n/a 
▁earth @irregularP_library @irregularP_library True 
▁ none n/a n/a 
! none n/a n/a 
▁My @ScrPart_customer_library @ScrPart_customer_library True 
▁Mom @irregularP_library @irregularP_library True 
▁takes #ScrEv_get_library_library #ScrEv_get_library_library True 
▁us @ScrPart_customer_library @ScrPart_customer_library True 
▁to none n/a n/a 
▁the none n/a n/a 
▁library @ScrPart_library_library @ScrPart_library_library True 
▁at none n/a n/a 
▁least none n/a n/a 
▁once none n/a n/a 
▁a none n/a n/a 
▁week @irregularP_library @irregularP_library True 
▁ none n/a n/a 
. none n/a n/a 
▁I @ScrPart_customer_library @ScrPart_customer_library True 
▁like none n/a n/a 
▁reading #irregular_library #irregular_library True 
▁so none n/a n/a 
▁much none n/a n/a 
▁that none n/a n/a 
▁my @ScrPart_customer_library @ScrPart_customer_library True 
▁Mom @irregularP_library @irregularP_library True 
▁asked #ScrEv_ask_librarian_library #irregular_library False 
▁the none n/a n/a 
▁librarian @ScrPart_staff_library @ScrPart_staff_library True 
▁to none n/a n/a 
▁give #irregular_library #irregular_library True 
▁me @ScrPart_customer_library @ScrPart_customer_library True 
▁an none n/a n/a 
▁adult none n/a n/a 
▁library none n/a n/a 
▁card @ScrPart_library_card_library @ScrPart_library_card_library True 
▁so none n/a n/a 
▁I @ScrPart_customer_library @ScrPart_customer_library True 
▁could none n/a n/a 
▁check #ScrEv_register_library #ScrEv_register_library True 
▁out none n/a n/a 
▁more none n/a n/a 
▁books @ScrPart_book_library @ScrPart_book_library True 
▁ none n/a n/a 
. none n/a n/a 
▁The none n/a n/a 
▁kids none n/a n/a 
▁card @ScrPart_library_card_library @ScrPart_library_card_library True 
▁only none n/a n/a 
▁allows #irregular_library #irregular_library True 
▁you @ScrPart_customer_library @ScrPart_customer_library True 
▁to none n/a n/a 
▁check #ScrEv_register_library #ScrEv_register_library True 
▁out none n/a n/a 
▁two none n/a n/a 
▁books @ScrPart_book_library @ScrPart_book_library True 
▁a none n/a n/a 
▁week @irregularP_library @irregularP_library True 
▁ none n/a n/a 
, none n/a n/a 
▁and none n/a n/a 
▁only none n/a n/a 
▁from none n/a n/a 
▁the none n/a n/a 
▁children @irregularP_library @irregularP_library True 
▁ none n/a n/a 
' none n/a n/a 
s none n/a n/a 
▁room @ScrPart_location_library_library @ScrPart_location_library_library True 
▁ none n/a n/a 
. none n/a n/a 
▁The none n/a n/a 
▁adult none n/a n/a 
▁card @ScrPart_library_card_library @ScrPart_library_card_library True 
▁gives #irregular_library #irregular_library True 
▁me @ScrPart_customer_library @ScrPart_customer_library True 
▁all none n/a n/a 
▁access @irregularP_library @irregularP_library True 
▁ none n/a n/a 
- none n/a n/a 
L none n/a n/a 
RB none n/a n/a 
- none n/a n/a 
▁at none n/a n/a 
▁the none n/a n/a 
▁librarian @ScrPart_staff_library @ScrPart_staff_library True 
▁ none n/a n/a 
' none n/a n/a 
s none n/a n/a 
▁discretion @irregularP_library @irregularP_library True 
▁my @ScrPart_customer_library @ScrPart_customer_library True 
▁mom @irregularP_library @irregularP_library True 
▁said #irregular_library #irregular_library True 
▁ none n/a n/a 
- none n/a n/a 
R none n/a n/a 
RB none n/a n/a 
- none n/a n/a 
▁and none n/a n/a 
▁six none n/a n/a 
▁books @ScrPart_book_library @ScrPart_book_library True 
▁a none n/a n/a 
▁week @irregularP_library @irregularP_library True 
▁ none n/a n/a 
! none n/a n/a 
▁When none n/a n/a 
▁I @ScrPart_customer_library @ScrPart_customer_library True 
▁get #ScrEv_get_library_library #ScrEv_get_library_library True 
▁to none n/a n/a 
▁the none n/a n/a 
▁library @ScrPart_library_library @ScrPart_library_library True 
▁I @ScrPart_customer_library @ScrPart_customer_library True 
▁like #irregular_library #irregular_library True 
▁to none n/a n/a 
▁browse #ScrEv_browse_releases_library #irregular_library False 
▁the none n/a n/a 
▁new none n/a n/a 
▁releases none n/a n/a 
▁shelves @ScrPart_shelf_library @ScrPart_shelf_library True 
▁ none n/a n/a 
. none n/a n/a 
▁Sometimes none n/a n/a 
▁I @ScrPart_customer_library @ScrPart_customer_library True 
▁ask #ScrEv_ask_librarian_library #ScrEv_ask_librarian_library True 
▁the none n/a n/a 
▁librarian @ScrPart_staff_library @ScrPart_staff_library True 
▁for none n/a n/a 
▁a none n/a n/a 
▁suggestion @irregularP_library @irregularP_library True 
▁ none n/a n/a 
. none n/a n/a 
▁If none n/a n/a 
▁I @ScrPart_customer_library @ScrPart_customer_library True 
▁have #irregular_library #irregular_library True 
▁a none n/a n/a 
▁specific none n/a n/a 
▁topic @irregularP_library @irregularP_library True 
▁I @ScrPart_customer_library @ScrPart_customer_library True 
▁want none n/a n/a 
▁to none n/a n/a 
▁read #irregular_library #irregular_library True 
▁I @ScrPart_customer_library @ScrPart_customer_library True 
▁might none n/a n/a 
▁do #ScrEv_use_computer_library #irregular_library False 
▁a none n/a n/a 
▁search @irregularP_library @irregularP_library True 
▁on none n/a n/a 
▁the none n/a n/a 
▁computer @ScrPart_institutional_devices_library @ScrPart_institutional_devices_library True 
▁ none n/a n/a 
. none n/a n/a 
▁Once none n/a n/a 
▁I @ScrPart_customer_library @ScrPart_customer_library True 
▁have #irregular_library #irregular_library True 
▁the none n/a n/a 
▁books @ScrPart_book_library @ScrPart_book_library True 
▁I @ScrPart_customer_library @ScrPart_customer_library True 
▁want #irregular_library #irregular_library True 
▁I @ScrPart_customer_library @ScrPart_customer_library True 
▁take #ScrEv_go_check_out_library #ScrEv_go_check_out_library True 
▁them @ScrPart_book_library @ScrPart_book_library True 
▁up none n/a n/a 
▁to none n/a n/a 
▁the none n/a n/a 
▁librarian @ScrPart_staff_library @ScrPart_staff_library True 
▁along none n/a n/a 
▁with none n/a n/a 
▁my @ScrPart_customer_library @ScrPart_customer_library True 
▁library none n/a n/a 
▁card @ScrPart_library_card_library @ScrPart_library_card_library True 
▁and none n/a n/a 
▁she @ScrPart_staff_library @ScrPart_staff_library True 
▁checks #ScrEv_register_library #ScrEv_register_library True 
▁me @ScrPart_customer_library @ScrPart_customer_library True 
▁out none n/a n/a 
▁ none n/a n/a 
, none n/a n/a 
▁reminding #irregular_library #irregular_library True 
▁me @ScrPart_customer_library @ScrPart_customer_library True 
▁of none n/a n/a 
▁when none n/a n/a 
▁the none n/a n/a 
▁books @ScrPart_book_library @ScrPart_book_library True 
▁are #irregular_library #irregular_library True 
▁due none n/a n/a 
▁ none n/a n/a 
. none n/a n/a 
<end_of_story> none n/a n/a 
<bost>_library none n/a n/a 
▁I @ScrPart_customer_library @ScrPart_customer_library True 
▁needed #irregular_library #irregular_library True 
▁a none n/a n/a 
▁book @ScrPart_book_library @ScrPart_book_library True 
▁about none n/a n/a 
▁gardening #irregular_library @irregularP_library False 
▁ none n/a n/a 
. none n/a n/a 
▁So none n/a n/a 
▁I @ScrPart_customer_library @ScrPart_customer_library True 
▁went none n/a n/a 
▁to none n/a n/a 
▁the none n/a n/a 
▁nearby none n/a n/a 
▁public none n/a n/a 
▁library @ScrPart_library_library @ScrPart_library_library True 
▁to none n/a n/a 
▁see #irregular_library #irregular_library True 
▁if none n/a n/a 
▁they @ScrPart_staff_library @ScrPart_library_library False 
▁had #irregular_library #irregular_library True 
▁a none n/a n/a 
▁book @ScrPart_book_library @ScrPart_book_library True 
▁that @ScrPart_book_library @ScrPart_book_library True 
▁would none n/a n/a 
▁be #irregular_library #irregular_library True 
▁useful none n/a n/a 
▁to none n/a n/a 
▁me @ScrPart_customer_library @ScrPart_customer_library True 
▁ none n/a n/a 
. none n/a n/a 
▁I @ScrPart_customer_library @ScrPart_customer_library True 
▁walked #ScrEv_get_library_library #ScrEv_get_library_library True 
▁into none n/a n/a 
▁the none n/a n/a 
▁building @ScrPart_library_library @ScrPart_library_library True 
▁and none n/a n/a 
▁found #irregular_library #irregular_library True 
▁the none n/a n/a 
▁non none n/a n/a 
fiction none n/a n/a 
▁section @ScrPart_location_library_library @ScrPart_location_library_library True 
▁ none n/a n/a 
. none n/a n/a 
▁I @ScrPart_customer_library @ScrPart_customer_library True 
▁then none n/a n/a 
▁sat #irregular_library #irregular_library True 
▁at none n/a n/a 
▁a none n/a n/a 
▁computer @ScrPart_institutional_devices_library @ScrPart_institutional_devices_library True 
▁and none n/a n/a 
▁did #ScrEv_use_computer_library #irregular_library False 
▁a none n/a n/a 
▁search @irregularP_library @irregularP_library True 
▁for none n/a n/a 
▁gardening none n/a n/a 
▁books @ScrPart_book_library @ScrPart_book_library True 
▁ none n/a n/a 
. none n/a n/a 
▁Lots @Head_of_Partitive_library @Head_of_Partitive_library True 
▁of none n/a n/a 
▁books @ScrPart_book_library @ScrPart_book_library True 
▁showed none n/a n/a 
▁up none n/a n/a 
▁on none n/a n/a 
▁my @ScrPart_customer_library @ScrPart_customer_library True 
▁search @irregularP_library @irregularP_library True 
▁ none n/a n/a 
. none n/a n/a 
▁I @ScrPart_customer_library @ScrPart_customer_library True 
▁took #irregular_library #irregular_library True 
▁a none n/a n/a 
▁small none n/a n/a 
▁pencil @irregularP_library @irregularP_library True 
▁and none n/a n/a 
▁piece @Head_of_Partitive_library @Head_of_Partitive_library True 
▁of none n/a n/a 
▁paper @irregularP_library @irregularP_library True 
▁that none n/a n/a 
▁were none n/a n/a 
▁sitting #irregular_library #irregular_library True 
▁next none n/a n/a 
▁to none n/a n/a 
▁the none n/a n/a 
▁computer @ScrPart_institutional_devices_library @ScrPart_institutional_devices_library True 
▁and none n/a n/a 
▁wrote #ScrEv_note_shelf_library #ScrEv_note_shelf_library True 
▁down none n/a n/a 
▁several none n/a n/a 
▁book none n/a n/a 
▁titles @irregularP_library @irregularP_library True 
▁with none n/a n/a 
